Query ID	Gene	Count	Class	Order	Taxon	Agreed taxon	match ID	Identical matches %	Alignment length	Number mismatches	Number gap openings	Start of alignment in query	End of alignment in query	Start of alignment in match	End of alignment in match	Expect value	Bit score
45|NZAC03010524|Plot-2_Pitfall-Trap|Subplot-D|Pitfall-Trap|Amphipoda	COI	4	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|568632096|gb|KF459960.1|	83.65	636	104	0	23	658	653	18	2.00E-167	599
3663|NZAC03013350|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|635373991|gb|KJ444321.1|	86.67	660	84	4	1	658	1	658	0	730
2182|NZAC03010164|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Diptera	COI	9	Insecta	Diptera	Insecta	Diptera	gi|683801927|gb|KC263141.1|	87.99	658	79	0	1	658	1	658	0	778
3385|NZAC03012723|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Coleoptera	COI	6	Insecta	Coleoptera	Insecta	Curculionidae	gi|321274109|gb|GU981481.1|	85.99	621	85	2	2	621	5	624	0	664
22|NZAC03010870|Plot-1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Araneae	COI	4	Arachnida	Araneae	Arachnida	Araneae	gi|745749402|gb|KP253809.1|	88.75	658	72	2	2	658	2	658	0	804
2205|NZAC03014141|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|422899201|gb|JQ613854.1|	86.34	659	86	4	2	658	2	658	0	715
2081|NZAC03012100|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Lepidoptera	COI	8	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529375633|gb|KF399451.1|	91.49	658	56	0	1	658	1	658	0	905
544|NZAC03010744|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Araneae	COI	2	Arachnida	Araneae	Arachnida	Araneae	gi|452091796|gb|JN817191.1|	91.63	657	55	0	2	658	16	672	0	909
2234|NZAC03013960|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Pselaphinae	gi|209968522|gb|FJ209235.1|	84.3	656	93	8	8	658	8	658	2.00E-177	632
3291|NZAC03011128|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Endopterygota	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|630603159|gb|KJ003232.1|	85.46	626	91	0	1	626	21	646	0	652
312|NZAC03013493|Plot-5_Pitfall-Trap|Subplot-A|Pitfall-Trap|Hemiptera	COI	3	Insecta	Hemiptera	Insecta	Hemiptera	gi|523584070|gb|KC710386.1|	98.78	658	8	0	1	658	3	660	0	1171
169|NZAC03011422|Plot-3_Pitfall-Trap|Subplot-E|Pitfall-Trap|Hemiptera	COI	3	Insecta	Hemiptera	Insecta	Cercopidae	gi|589058537|gb|KF919479.1|	82.99	635	104	4	26	658	26	658	4.00E-159	571
202|NZAC03011471|Plot-4_Pitfall-Trap|Subplot-O|Pitfall-Trap|Diptera	COI	11	Insecta	Diptera	Insecta	Diptera	gi|568780590|dbj|AB669749.1|	89.21	658	71	0	1	658	42	699	0	822
1285|NZAC03010896|Plot-1_Pitfall-Trap|Subplot-D|Pitfall-Trap|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|305696238|gb|GU682458.1|	84.37	659	101	2	1	658	1	658	0	645
1297|NZAC03010821|Plot-2_Pitfall-Trap|Subplot-D|Pitfall-Trap|Orthoptera	COI	3	Insecta	Orthoptera	Insecta	Orthoptera	gi|335893113|gb|JF895544.1|	98.09	627	12	0	32	658	1	627	0	1092
774|NZAC03011558|Plot-6_Pitfall-Trap|Subplot-B|Pitfall-Trap|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|745749402|gb|KP253809.1|	88.58	657	75	0	2	658	2	658	0	798
2113|NZAC03010930|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Isopoda	COI	5	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|585098361|gb|KF007671.1|	81.72	569	100	2	7	573	7	573	4.00E-129	472
3234|NZAC03011330|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Pselaphinae	COI	1	Insecta	Coleoptera	Insecta	Pselaphinae	gi|743161628|gb|KM446843.1|	84.95	299	43	2	32	329	297	594	5.00E-81	311
1943|NZAC03012277|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|558477891|gb|KF492116.1|	93.88	605	37	0	1	605	36	640	0	913
529|NZAC03010743|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Onychophora	COI	1	Onychophora	Onychophora	Onychophora	Onychophora	gi|576941951|gb|KC754684.1|	97.49	638	16	0	21	658	1	638	0	1090
3652|NZAC03012271|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529373077|gb|KF398173.1|	86.38	661	84	6	1	658	1	658	0	717
2163|NZAC03009031|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|378406904|gb|JF411087.1|	84.7	575	86	2	2	575	85	658	1.00E-159	573
411|NZAC03010514|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Scarabaeidae	COI	2	Insecta	Coleoptera	Insecta	Scarabaeidae	gi|743148338|gb|KM442518.1|	88.17	634	72	3	6	637	25	657	0	752
90|NZAC03013646|Plot-2_Pitfall-Trap|Subplot-M|Pitfall-Trap|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|332693318|gb|JF749905.1|	84.41	648	95	5	14	658	5	649	2.00E-177	632
724|NZAC03009124|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Amphipoda	COI	1	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|578887366|dbj|AB741766.1|	82.96	663	103	7	1	658	1	658	1.00E-164	590
1248|NZAC03013281|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Haplotaxida	COI	2	Annelida	Haplotaxida	Oligochaeta	Haplotaxida	gi|705809317|gb|KP030730.1|	86.02	658	92	0	1	658	1	658	0	706
1311|NZAC03009053|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Carabidae	COI	1	Insecta	Coleoptera	Insecta	Carabidae	gi|397531592|gb|JX260206.1|	91.64	658	55	0	1	658	1	658	0	911
204|NZAC03011642|Plot-4_Pitfall-Trap|Subplot-O|Pitfall-Trap|Curculionidae	COI	1	Insecta	Coleoptera	Insecta	Curculionidae	gi|673164050|gb|KJ850232.1|	83.28	658	110	0	1	658	1	658	1.00E-169	606
375|NZAC03011831|Plot-5_Pitfall-Trap|Subplot-B|Pitfall-Trap|Araneae	COI	2	Arachnida	Araneae	Arachnida	Araneae	gi|312145843|gb|HM030434.1|	89.25	651	70	0	8	658	8	658	0	830
585|NZAC03006337|Plot-CM30c30_Pitfall-Trap|Subplot-N|Pitfall-Trap|Araneae	COI	4	Arachnida	Araneae	Arachnida	Araneae	gi|296400070|gb|GU682822.1|	86.78	658	87	0	1	658	1	658	0	734
731|NZAC03009115|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|743162844|gb|KM447246.1|	83.96	661	100	6	1	658	1	658	7.00E-177	630
431|NZAC03010486|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|188502043|gb|EU493682.1|	88.47	659	74	2	1	658	117	774	0	795
3725|NZAC03011983|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Endopterygota	COI	1	Insecta	Neoptera	Insecta	Endopterygota	gi|529389165|gb|KF406217.1|	85.67	607	78	6	32	633	6	608	0	652
331|NZAC03013584|Plot-5_Pitfall-Trap|Subplot-A|Pitfall-Trap|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|345029396|gb|JN296890.1|	91.95	658	53	0	1	658	1	658	0	922
1252|NZAC03013366|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|320518741|gb|HQ939637.1|	85.74	652	91	2	8	658	8	658	0	688
240|NZAC03010424|Plot-4_Pitfall-Trap|Subplot-H|Pitfall-Trap|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|743141733|gb|KM440432.1|	90.51	653	62	0	6	658	6	658	0	863
194|NZAC03011446|Plot-4_Pitfall-Trap|Subplot-O|Pitfall-Trap|Pancrustacea	COI	6	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|349625218|gb|JF416726.1|	79.97	659	120	12	4	656	47	699	3.00E-130	475
2266|NZAC03011154|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Lithobiomorpha	COI	7	Chilopoda	Lithobiomorpha	Myriapoda	Lithobiomorpha	gi|46198267|gb|AY509030.1|	85.21	656	92	5	5	657	4	657	0	669
203|NZAC03011583|Plot-4_Pitfall-Trap|Subplot-O|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743148212|gb|KM442477.1|	87.6	653	79	2	1	652	1	652	0	756
2114|NZAC03010968|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|635715915|gb|KJ208977.1|	90.43	658	63	0	1	658	1	658	0	867
2158|NZAC03009280|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Diptera	COI	7	Insecta	Diptera	Insecta	Diptera	gi|376320286|gb|JQ349613.1|	89.89	653	64	2	6	657	6	657	0	839
2181|NZAC03010149|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Pancrustacea	COI	4	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|592745371|gb|KF930735.1|	84.44	572	81	7	55	622	91	658	1.00E-154	556
2140|NZAC03010201|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|472826085|gb|JX418064.1|	99.52	623	3	0	1	623	36	658	0	1134
3337|NZAC03012919|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|743147761|gb|KM442328.1|	83.87	626	93	6	5	626	8	629	3.00E-165	592
2121|NZAC03011059|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|386430900|gb|JQ808451.1|	87.15	599	75	2	3	600	44	641	0	678
3386|NZAC03012734|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Formicidae	COI	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|602179056|gb|KJ167173.1|	83.08	603	90	10	23	619	26	622	4.00E-149	538
3285|NZAC03011272|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Lithobiomorpha	COI	3	Chilopoda	Lithobiomorpha	Myriapoda	Lithobiomorpha	gi|19401281|gb|AF334332.1|	82.42	637	110	2	1	636	3	638	4.00E-154	555
2255|NZAC03010996|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Cerambycidae	COI	1	Insecta	Coleoptera	Insecta	Cerambycidae	gi|575503650|gb|KF737817.1|	83.15	623	103	2	1	622	77	698	5.00E-158	568
2097|NZAC03013144|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Amphipoda	COI	4	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|568632096|gb|KF459960.1|	84.63	540	81	2	1	539	556	18	1.00E-148	536
2028|NZAC03012605|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Protostomia	COI	1	Metazoa	Metazoa	Protostomia	Protostomia	gi|119505982|gb|DQ914566.1|	77.38	535	107	12	10	537	84	611	3.00E-80	309
3359|NZAC03012813|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|343456544|gb|JF818797.1|	99.47	568	3	0	57	624	1	568	0	1035
3319|NZAC03013016|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Staphylinidae	COI	2	Insecta	Coleoptera	Insecta	Pselaphinae	gi|743161628|gb|KM446843.1|	83.12	616	96	8	1	612	4	615	9.00E-156	560
3648|NZAC03012182|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Araneae	COI	2	Arachnida	Araneae	Arachnida	Araneae	gi|371945700|gb|JN377970.1|	99.53	643	3	0	16	658	1	643	0	1171
548|NZAC03010738|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Amphipoda	COI	1	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|641803776|gb|KJ592773.1|	82.92	650	103	8	6	651	8	653	7.00E-162	580
2023|NZAC03012374|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Siphonaptera	COI	1	Insecta	Siphonaptera	Insecta	Siphonaptera	gi|532873968|gb|KF479240.1|	86.84	661	81	6	1	658	1	658	0	734
621|NZAC03006352|Plot-CM30c30_Pitfall-Trap|Subplot-N|Pitfall-Trap|Diptera	COI	3	Insecta	Diptera	Insecta	Diptera	gi|594608437|gb|KJ089889.1|	86.08	661	86	6	1	658	1	658	0	708
2285|NZAC03014345|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|452091796|gb|JN817191.1|	91.34	658	55	2	2	658	16	672	0	898
297|NZAC03013638|Plot-5_Pitfall-Trap|Subplot-A|Pitfall-Trap|Carabidae	COI	1	Insecta	Coleoptera	Insecta	Carabidae	gi|743162776|gb|KM447224.1|	89.06	658	72	0	1	658	1	658	0	819
2320|NZAC03013734|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|312155607|gb|HQ549242.1|	82.67	658	112	2	2	658	2	658	2.00E-162	582
2180|NZAC03009296|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Endopterygota	COI	1	Insecta	Neoptera	Insecta	Endopterygota	gi|695089453|gb|KJ965401.1|	86.37	653	89	0	6	658	6	658	0	713
2259|NZAC03012947|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Lepidoptera	COI	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529381605|gb|KF402437.1|	91.19	658	56	2	2	658	2	658	0	893
3683|NZAC03013023|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Geophilomorpha	COI	2	Chilopoda	Geophilomorpha	Myriapoda	Geophilomorpha	gi|342737815|gb|JN306683.1|	77.6	643	136	7	14	652	14	652	6.00E-103	385
1242|NZAC03013364|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Diptera	COI	3	Insecta	Diptera	Insecta	Diptera	gi|555946074|gb|KF549502.1|	88.89	657	73	0	1	657	1	657	0	809
1953|NZAC03012212|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|635716805|gb|KJ209423.1|	86.21	660	87	4	1	658	1	658	0	715
3673|NZAC03012694|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|745749402|gb|KP253809.1|	89.19	657	71	0	2	658	2	658	0	821
2143|NZAC03009332|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Eupulmonata	COI	2	Gastropoda	Gastropoda	Gastropoda	Eupulmonata	gi|145652935|gb|EF015437.1|	85.21	622	86	5	2	620	48	666	5.00E-178	634
659|NZAC03009228|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Hymenoptera	COI	2	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|411162279|gb|JX830426.1|	85.76	646	92	0	1	646	1	646	0	684
463|NZAC03010549|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Coleoptera	COI	3	Insecta	Coleoptera	Insecta	Pselaphinae	gi|743172787|gb|KM450453.1|	84.76	656	98	2	3	658	5	658	0	658
499|NZAC03010638|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|573463577|gb|KJ082835.1|	90.26	657	58	3	5	658	4	657	0	854
2100|NZAC03010963|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Geophilomorpha	COI	1	Chilopoda	Geophilomorpha	Myriapoda	Geophilomorpha	gi|342737815|gb|JN306683.1|	78.66	539	113	2	17	554	69	606	1.00E-94	357
2236|NZAC03010988|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Curculionidae	COI	2	Insecta	Coleoptera	Insecta	Curculionidae	gi|669340872|gb|KM006604.1|	84.93	531	70	8	61	586	17	542	2.00E-146	529
2087|NZAC03013042|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Pselaphinae	COI	3	Insecta	Coleoptera	Insecta	Pselaphinae	gi|743171447|gb|KM450011.1|	83.63	611	96	4	1	609	37	645	4.00E-159	571
100|NZAC03013618|Plot-2_Pitfall-Trap|Subplot-M|Pitfall-Trap|Diptera	COI	3	Insecta	Diptera	Insecta	Diptera	gi|461686465|gb|KC502714.1|	92.4	658	50	0	1	658	1	658	0	939
335|NZAC03013559|Plot-5_Pitfall-Trap|Subplot-A|Pitfall-Trap|Endopterygota	COI	1	Insecta	Neoptera	Insecta	Endopterygota	gi|594606927|gb|KJ089134.1|	90.77	650	60	0	1	650	1	650	0	869
1388|NZAC03009143|Plot-LB1_Pitfall-Trap|Subplot-C|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743144669|gb|KM441403.1|	86	657	92	0	2	658	2	658	0	704
117|NZAC03011640|Plot-3_Pitfall-Trap|Subplot-A|Pitfall-Trap|Orthoptera	COI	1	Insecta	Orthoptera	Insecta	Orthoptera	gi|326807462|gb|JF442728.1|	85.98	642	90	0	17	658	17	658	0	688
3678|NZAC03012847|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Hymenoptera	COI	3	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|388613098|gb|JQ344553.1|	80.95	609	114	2	6	613	6	613	6.00E-133	484
3705|NZAC03012852|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|452091620|gb|JN817103.1|	86.19	659	89	2	1	658	12	669	0	712
3660|NZAC03012356|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Staphylinidae	COI	2	Insecta	Coleoptera	Insecta	Staphylinidae	gi|695089519|gb|KJ965434.1|	89.42	652	67	2	8	658	8	658	0	821
1967|NZAC03012215|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Arachnida	COI	1	Arachnida	Arachnida	Arachnida	Arachnida	gi|411155511|gb|JX837399.1|	79.22	645	126	7	17	657	17	657	4.00E-120	442
1262|NZAC03012663|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|422899163|gb|JQ613835.1|	89.23	659	69	2	1	658	1	658	0	822
618|NZAC03006283|Plot-CM30c30_Pitfall-Trap|Subplot-N|Pitfall-Trap|Scarabaeidae	COI	3	Insecta	Coleoptera	Insecta	Scarabaeidae	gi|695092467|gb|KJ966908.1|	87.72	635	74	4	26	658	26	658	0	737
2284|NZAC03014304|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Staphylinidae	gi|695083278|gb|KJ962325.1|	87.5	656	78	4	5	658	3	656	0	758
622|NZAC03006329|Plot-CM30c30_Pitfall-Trap|Subplot-N|Pitfall-Trap|Diptera	COI	4	Insecta	Diptera	Insecta	Diptera	gi|555946068|gb|KF549499.1|	90.24	656	64	0	2	657	2	657	0	857
2263|NZAC03014258|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|414145963|gb|JX887681.1|	89.29	663	61	6	1	658	42	699	0	822
2179|NZAC03010323|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Curculionidae	COI	6	Insecta	Coleoptera	Insecta	Curculionidae	gi|341836218|gb|HQ891477.1|	82.19	612	109	0	13	624	64	675	9.00E-146	527
3396|NZAC03012751|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|743151282|gb|KM443491.1|	85.58	624	86	4	5	626	8	629	0	652
3283|NZAC03011174|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|602179056|gb|KJ167173.1|	84.97	632	77	13	5	627	8	630	3.00E-175	625
3684|NZAC03013033|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|695085397|gb|KJ963373.1|	85.95	655	90	2	5	658	5	658	0	699
3293|NZAC03011184|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743161429|gb|KM446777.1|	84.47	631	94	4	2	630	5	633	4.00E-174	621
248|NZAC03010573|Plot-4_Pitfall-Trap|Subplot-H|Pitfall-Trap|Coleoptera	COI	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|743145541|gb|KM441689.1|	83.51	643	102	4	18	658	18	658	2.00E-168	603
3237|NZAC03011169|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Diplopoda	COI	1	Diplopoda	Myriapoda	Myriapoda	Diplopoda	gi|671697038|gb|KJ592137.1|	75.99	558	117	14	68	615	71	621	5.00E-69	272
3369|NZAC03012764|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Pselaphinae	COI	1	Insecta	Coleoptera	Insecta	Pselaphinae	gi|743168795|gb|KM449132.1|	85.57	582	82	2	36	616	1	581	3.00E-170	608
3335|NZAC03012867|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|545747154|gb|KF368030.1|	84.58	616	91	3	2	615	5	618	3.00E-170	608
3366|NZAC03012732|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|422899163|gb|JQ613835.1|	88.25	366	39	4	1	364	255	618	3.00E-118	435
605|NZAC03009347|Plot-CM30c30_Pitfall-Trap|Subplot-I|Pitfall-Trap|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|292388126|gb|GU142545.1|	88.91	658	71	2	2	658	1	657	0	809
500|NZAC03010610|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|461686440|gb|KC502708.1|	89.25	651	70	0	1	651	1	651	0	815
3704|NZAC03012532|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Lepidoptera	COI	2	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529371439|gb|KF397354.1|	92.61	528	39	0	2	529	2	529	0	760
2106|NZAC03012131|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Hemiptera	COI	2	Insecta	Hemiptera	Insecta	Hemiptera	gi|48256483|gb|AY253029.1|	94.64	616	33	0	1	616	27	642	0	955
3311|NZAC03012914|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Diplopoda	COI	1	Diplopoda	Myriapoda	Myriapoda	Diplopoda	gi|323113483|gb|HQ952915.1|	75.8	624	134	14	3	616	6	622	2.00E-77	300
3313|NZAC03013015|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Coleoptera	COI	3	Insecta	Coleoptera	Insecta	Coleoptera	gi|630603157|gb|KJ003231.1|	91.78	365	30	0	137	501	1	365	2.00E-141	512
2378|NZAC03013952|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Coleoptera	COI	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|743163202|gb|KM447364.1|	86.84	570	70	5	4	572	93	658	2.00E-177	632
687|NZAC03009353|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|411162279|gb|JX830426.1|	84.69	640	94	4	1	638	3	640	1.00E-178	636
2183|NZAC03010173|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Staphylinidae	COI	2	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743139478|gb|KM439684.1|	86.31	628	84	2	3	629	32	658	0	682
3429|NZAC03010284|Plot-1_Leaf-Litter|Subplot-L|Leaf-Litter|Lepidoptera	COI	2	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|293624554|gb|GU333364.1|	91.4	628	52	2	2	627	5	632	0	859
594|NZAC03009180|Plot-CM30c30_Pitfall-Trap|Subplot-I|Pitfall-Trap|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|594601995|gb|KJ086668.1|	87.11	644	83	0	5	648	5	648	0	730
300|NZAC03013445|Plot-5_Pitfall-Trap|Subplot-A|Pitfall-Trap|Araneae	COI	1	Arachnida	Araneae	Arachnida	Araneae	gi|452091812|gb|JN817199.1|	84.04	658	99	2	1	652	12	669	2.00E-176	628
728|NZAC03009179|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|594612737|gb|KJ092039.1|	90.05	653	63	2	1	652	1	652	0	846
2105|NZAC03013146|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Staphylinidae	COI	2	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743145517|gb|KM441681.1|	88.07	595	71	0	1	595	36	630	0	708
2356|NZAC03014019|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Diptera	COI	4	Insecta	Diptera	Insecta	Diptera	gi|555946094|gb|KF549512.1|	91.01	656	59	0	2	657	2	657	0	885
646|NZAC03009242|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Lepidoptera	COI	2	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|558476975|gb|KF491658.1|	99.24	658	5	0	1	658	1	658	0	1188
19|NZAC03010883|Plot-1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Formicidae	COI	1	Insecta	Hymenoptera	Insecta	Formicidae	gi|553835761|gb|KF201067.1|	85.79	605	84	2	1	604	36	639	1.00E-179	640
1355|NZAC03009350|Plot-CM30c30_Pitfall-Trap|Subplot-I|Pitfall-Trap|Diptera	COI	1	Insecta	Diptera	Insecta	Diptera	gi|312623844|gb|HQ230450.1|	87.63	655	81	0	4	658	670	16	0	761
3666|NZAC03012397|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Hymenoptera	COI	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|602179056|gb|KJ167173.1|	85.23	528	78	0	8	535	8	535	2.00E-151	545
